"epiunitID","serotype","Longitude","Latitude","Date"
14104,"A",33.859158,41.311514,2008-04-06
24785,"O",35.736887,41.065262,2008-04-07
37866,"A",36.529062,39.872686,2008-04-09
18274,"A",29.950545,40.183737,2008-04-10
24207,"O",30.443355,40.799442,2008-04-10
682,"O",36.550847,40.952721,2008-04-10
19952,"A",37.177812,38.808936,2008-04-11
30176,"O",29.730606,40.900415,2008-04-16
39405,"A",29.012974,38.441174,2008-04-16
26857,"O",40.5767,38.956535,2008-04-18
45649,"O",32.241936,40.214076,2008-04-19
35336,"A",33.865535,38.284408,2008-04-19
17258,"A",33.995284,40.3685,2008-04-20
23366,"O",30.227002,40.036263,2008-04-22
38850,"O",31.276537,40.737277,2008-04-22
18294,"O",30.320781,40.5095,2008-04-24
15717,"A",35.736887,41.065262,2008-04-24
13458,"A",35.717235,39.392087,2008-04-26
20030,"A",35.454177,40.817841,2008-04-28
46712,"O",35.492419,39.075159,2008-04-30
23880,"A",43.172435,39.811917,2008-04-30
5597,"A",28.890598,40.222042,2008-05-01
11715,"O",29.581914,41.107115,2008-05-01
33769,"A",35.386929,38.903984,2008-05-01
4200,"A",35.897315,40.608305,2008-05-01
32784,"A",35.82064,39.984109,2008-05-01
3408,"A",29.447977,39.563194,2008-05-03
5418,"A",34.875468,40.489752,2008-05-04
3281,"A",29.447977,39.563194,2008-05-04
5970,"A",30.443355,40.799442,2008-05-05
32786,"O",31.09706,38.295912,2008-05-07
2364,"A",35.897315,40.608305,2008-05-08
16042,"A",28.930882,39.204765,2008-05-11
21630,"A",28.930882,39.204765,2008-05-12
26625,"A",37.951287,38.780352,2008-05-12
63,"A",35.897315,40.608305,2008-05-12
48454,"A",35.717235,39.392087,2008-05-15
14306,"A",31.228507,37.719584,2008-05-17
13429,"A",33.010216,39.86764,2008-05-17
21729,"A",29.180616,39.200596,2008-05-18
35208,"A",29.180616,39.200596,2008-05-19
4801,"A",34.447949,40.464284,2008-05-20
21073,"A",36.672076,41.20714,2008-05-22
4545,"A",36.598993,40.270807,2008-05-24
11322,"A",32.500737,39.953958,2008-05-25
32544,"A",30.831437,40.355267,2008-05-27
7397,"A",34.416166,39.354825,2008-05-30
16313,"A",28.221024,39.417553,2008-06-04
20894,"A",36.529062,39.872686,2008-06-05
44493,"A",30.586076,39.768938,2008-06-08
20833,"A",34.949413,38.633439,2008-06-08
31127,"A",32.826498,40.05386,2008-06-09
2803,"A",32.241936,40.214076,2008-06-10
9189,"A",32.241936,40.214076,2008-06-10
9548,"A",35.717235,39.392087,2008-06-12
26938,"A",29.787858,40.660984,2008-06-13
34580,"A",36.529062,39.872686,2008-06-13
45127,"A",29.343769,38.649092,2008-06-14
24747,"A",40.632846,39.915141,2008-06-17
2934,"A",29.322945,36.711272,2008-06-18
19170,"A",36.529062,39.872686,2008-06-18
21178,"A",31.592019,37.91399,2008-06-21
40787,"A",30.250525,37.878429,2008-06-22
7662,"A",32.257299,37.698999,2008-06-23
30723,"A",36.969573,39.689382,2008-06-24
32946,"A",34.778457,39.283024,2008-06-30
18206,"A",36.598993,40.270807,2008-07-01
18753,"A",32.289424,40.677502,2008-07-04
15158,"A",35.906872,39.108292,2008-07-07
8654,"A",30.227002,40.036263,2008-07-08
8401,"A",30.601775,37.802071,2008-07-08
3900,"A",34.875468,40.489752,2008-07-10
24836,"A",35.717235,39.392087,2008-07-10
45933,"A",36.598993,40.270807,2008-07-11
28153,"A",42.5622,40.196804,2008-07-17
47395,"A",30.562069,40.222568,2008-07-18
14064,"A",36.538609,38.554389,2008-07-18
18259,"A",33.697422,40.932345,2008-07-20
61,"A",32.289424,40.677502,2008-07-21
6954,"A",36.969573,39.689382,2008-07-21
49103,"A",35.717235,39.392087,2008-07-21
10202,"A",30.227002,40.036263,2008-07-22
19767,"A",29.322945,36.711272,2008-07-24
7751,"O",40.354033,39.7064,2008-07-28
21102,"A",37.893164,38.004506,2008-07-30
23049,"A",27.692614,37.691466,2008-07-30
7137,"A",32.015302,40.62557,2008-08-01
13843,"A",35.74691,40.778094,2008-08-04
30372,"A",36.529062,39.872686,2008-08-06
25702,"A",29.984592,40.391333,2008-08-12
46574,"A",43.384772,39.58959,2008-08-12
22161,"A",31.480696,38.34847,2008-08-16
18038,"A",32.289424,40.677502,2008-08-17
8706,"A",29.322945,36.711272,2008-08-17
32497,"A",32.994676,37.881286,2008-08-18
11755,"A",29.293208,38.380439,2008-08-18
37738,"A",35.492419,39.075159,2008-08-26
9897,"A",32.289424,40.677502,2008-09-05
31803,"A",30.750228,40.642213,2008-09-12
41071,"O",39.461405,39.70907,2008-09-16
15993,"A",33.223573,41.000141,2008-09-17
14844,"O",40.632846,39.915141,2008-09-18
1572,"O",40.632846,39.915141,2008-09-24
25016,"O",40.632846,39.915141,2008-09-25
30757,"O",41.295639,40.016936,2008-10-01
10057,"O",41.295639,40.016936,2008-10-20
1732,"O",41.295639,40.016936,2008-10-20
47913,"O",40.590722,40.947598,2008-10-27
10456,"O",41.295639,40.016936,2008-10-28
6441,"A",41.8575,38.670405,2008-11-03
27597,"O",41.655388,40.001757,2008-11-05
5608,"A",30.180279,38.4514,2008-11-05
40570,"O",39.461405,39.70907,2008-11-08
25617,"A",30.180279,38.4514,2008-11-12
33214,"O",40.081991,39.438048,2008-11-12
23045,"O",40.926746,39.644349,2008-11-13
27220,"O",40.926746,39.644349,2008-11-13
30873,"O",40.926746,39.644349,2008-11-13
12584,"O",37.893164,38.004506,2008-11-16
4764,"A",36.941807,41.183428,2008-11-18
25117,"O",39.461405,39.70907,2008-11-22
42445,"O",39.695686,40.946273,2008-11-23
32445,"A",35.74691,40.778094,2008-12-01
4046,"O",29.447977,39.563194,2008-12-13
44314,"A",37.365845,38.290124,2008-12-19
22608,"O",42.209339,40.037681,2008-12-25
149,"A",30.601775,37.802071,2008-12-28
32011,"A",30.601775,37.802071,2008-12-28
44702,"A",30.601775,37.802071,2008-12-28
37395,"A",30.226163,37.628217,2008-12-29
17710,"O",40.632846,39.915141,2008-12-29
46497,"A",35.897315,40.608305,2009-01-03
44493,"O",30.586076,39.768938,2009-01-13
49484,"O",39.461405,39.70907,2009-01-14
16870,"O",30.058179,39.414319,2009-01-18
32362,"O",43.172435,39.811917,2009-01-19
14997,"O",40.803326,37.8994,2009-01-21
32304,"O",33.865535,38.284408,2009-01-21
33373,"O",40.317284,40.235263,2009-01-21
39085,"A",30.142653,39.780254,2009-01-22
3082,"A",36.285497,40.764972,2009-01-26
1943,"A",43.358641,40.964702,2009-01-27
45644,"A",34.819405,39.822132,2009-01-28
26624,"A",34.875468,40.489752,2009-02-01
25198,"O",41.295639,40.016936,2009-02-02
30166,"O",35.386929,38.903984,2009-02-05
149,"A",30.601775,37.802071,2009-02-06
20716,"A",36.969573,39.689382,2009-02-10
24379,"A",41.8575,38.670405,2009-02-24
20485,"A",33.697422,40.932345,2009-02-28
23689,"A",30.447819,37.945537,2009-02-28
39045,"O",34.496347,38.541768,2009-02-28
7912,"O",35.538375,40.358672,2009-03-01
14850,"O",34.468341,38.762159,2009-03-03
7230,"O",28.262462,39.22219,2009-03-10
4105,"O",27.869805,39.639274,2009-03-12
19824,"O",40.219332,38.011024,2009-03-19
13128,"O",34.15179,39.142769,2009-03-22
20960,"O",33.995284,40.3685,2009-03-23
12615,"O",30.536704,38.785375,2009-03-28
26335,"O",35.897315,40.608305,2009-03-28
35105,"O",29.778093,38.222275,2009-04-01
16441,"O",34.875468,40.489752,2009-04-04
12941,"O",33.995284,40.3685,2009-04-06
18153,"O",35.538375,40.358672,2009-04-06
19231,"O",33.99996,39.992474,2009-04-14
3494,"O",33.772048,40.520493,2009-04-15
46390,"O",34.15179,39.142769,2009-04-15
27890,"O",40.5767,38.956535,2009-04-16
22663,"O",40.641704,39.455072,2009-04-17
32141,"O",29.52277,40.034987,2009-04-17
35381,"O",35.275709,40.48318,2009-04-17
29219,"O",34.875468,40.489752,2009-04-17
15741,"A",30.227002,40.036263,2009-04-21
22497,"O",34.504049,41.135078,2009-04-25
28370,"O",30.058179,39.414319,2009-04-26
18013,"O",28.890598,40.222042,2009-05-01
37931,"O",35.74691,40.778094,2009-05-02
11911,"O",38.59782,39.221612,2009-05-04
33692,"O",31.26042,40.890866,2009-05-05
17617,"O",33.695789,39.586025,2009-05-06
40730,"O",39.207466,38.664705,2009-05-19
17516,"A",42.505286,39.210883,2009-05-21
10429,"O",39.847073,40.086851,2009-05-21
46030,"O",33.010216,39.86764,2009-05-22
15594,"O",43.172435,39.811917,2009-05-25
27072,"A",34.778457,39.283024,2009-05-26
29024,"O",41.655388,40.001757,2009-05-28
15940,"O",39.207466,38.664705,2009-06-01
13429,"O",33.010216,39.86764,2009-06-01
8149,"O",39.207466,38.664705,2009-06-03
35102,"A",40.219332,38.011024,2009-06-06
14520,"A",29.925561,39.849928,2009-06-09
10951,"O",35.538375,40.358672,2009-06-11
3857,"O",37.067892,40.274814,2009-06-12
32011,"A",30.601775,37.802071,2009-06-17
3960,"A",36.529062,39.872686,2009-06-17
45992,"A",36.529062,39.872686,2009-06-17
32190,"O",43.384772,39.58959,2009-06-19
32813,"O",43.384772,39.58959,2009-06-19
35819,"A",35.975196,40.920421,2009-06-20
989,"A",39.207466,38.664705,2009-06-22
4997,"A",36.529062,39.872686,2009-06-22
2586,"A",34.720632,38.619201,2009-06-25
27588,"A",43.052255,40.834153,2009-06-26
7897,"O",35.585433,39.792308,2009-07-02
35330,"O",35.906872,39.108292,2009-07-03
15468,"A",28.195918,37.791417,2009-07-04
33810,"A",28.195918,37.791417,2009-07-04
28610,"O",40.671941,38.679996,2009-07-07
46217,"A",33.506068,40.50778,2009-07-24
7472,"A",33.506068,40.50778,2009-07-24
47969,"O",43.260383,40.622435,2009-07-24
22882,"A",30.536704,38.785375,2009-07-30
43149,"O",37.538208,38.572868,2009-07-31
40475,"O",30.586076,39.768938,2009-08-01
6712,"A",30.750228,40.642213,2009-08-02
35753,"A",37.177812,38.808936,2009-08-02
29497,"O",33.865535,38.284408,2009-08-02
9499,"A",34.87396,38.934681,2009-08-04
14051,"O",35.386929,38.903984,2009-08-06
2311,"A",35.421965,36.97022,2009-08-07
2213,"A",33.865535,38.284408,2009-08-08
32304,"O",33.865535,38.284408,2009-08-08
2442,"A",30.058179,39.414319,2009-08-11
8149,"O",39.207466,38.664705,2009-08-23
24764,"A",38.431477,40.323276,2009-09-09
1400,"O",34.811513,38.165102,2009-09-14
31540,"A",30.226163,37.628217,2009-09-17
36353,"A",42.695508,41.064583,2009-09-18
8144,"A",42.695508,41.064583,2009-09-18
23585,"O",39.931931,39.813106,2009-10-05
18349,"A",39.461405,39.70907,2009-10-05
26129,"A",35.736887,41.065262,2009-10-05
10456,"A",41.295639,40.016936,2009-10-09
2719,"O",41.295639,40.016936,2009-10-09
14132,"O",36.847968,37.663446,2009-10-10
37236,"A",35.386929,38.903984,2009-10-15
2926,"A",35.736887,41.065262,2009-10-16
9624,"O",37.951287,38.780352,2009-10-19
22288,"A",33.497323,40.718098,2009-12-01
47597,"A",32.257299,37.698999,2009-12-04
32445,"A",35.74691,40.778094,2009-12-04
45942,"A",30.180279,38.4514,2009-12-05
297,"O",40.5767,38.956535,2009-12-11
26915,"A",30.058179,39.414319,2009-12-11
6474,"A",33.859158,41.311514,2009-12-14
27232,"A",35.386929,38.903984,2009-12-25
8149,"A",39.207466,38.664705,2010-01-02
51495,"O",38.444403,38.318497,2010-01-05
5598,"O",27.948734,37.860759,2010-01-05
1668,"A",30.586076,39.768938,2010-01-07
24463,"A",34.652287,39.010782,2010-01-10
19563,"O",39.207466,38.664705,2010-01-13
35215,"O",37.893164,38.004506,2010-01-14
40077,"A",34.844932,41.006929,2010-01-15
31948,"A",39.207466,38.664705,2010-01-15
14182,"A",35.975196,40.920421,2010-01-17
40475,"A",30.586076,39.768938,2010-01-18
18439,"A",29.68173,40.489658,2010-01-19
43967,"O",38.444403,38.318497,2010-01-21
33690,"O",39.207466,38.664705,2010-01-27
17683,"A",33.859158,41.311514,2010-01-28
33640,"A",29.950545,40.183737,2010-01-30
41648,"O",39.207466,38.664705,2010-02-02
149,"O",30.601775,37.802071,2010-02-04
28231,"O",35.736887,41.065262,2010-02-06
36701,"O",34.15179,39.142769,2010-02-07
46137,"A",30.586076,39.768938,2010-02-08
44927,"O",33.859158,41.311514,2010-02-08
46521,"O",35.229131,36.675979,2010-02-10
27726,"A",33.859158,41.311514,2010-02-15
18894,"O",38.488074,38.961811,2010-02-15
12136,"A",38.211037,39.81527,2010-02-15
38830,"O",37.279387,37.735649,2010-02-16
38368,"A",29.991126,38.831118,2010-02-17
10951,"A",35.538375,40.358672,2010-02-19
22732,"O",29.541026,37.740664,2010-02-20
28546,"A",36.969573,39.689382,2010-02-20
3796,"O",41.8575,38.670405,2010-02-21
41417,"O",34.811513,38.165102,2010-02-22
1034,"A",29.950545,40.183737,2010-02-23
48,"A",35.975196,40.920421,2010-02-23
35204,"A",43.455881,38.676111,2010-02-24
31718,"A",40.317284,40.235263,2010-02-24
19101,"O",29.014219,37.46421,2010-02-26
3725,"O",33.859158,41.311514,2010-03-01
3281,"O",29.447977,39.563194,2010-03-01
26422,"A",34.844932,41.006929,2010-03-03
462,"A",34.844932,41.006929,2010-03-03
29321,"A",33.951223,40.724058,2010-03-05
43779,"A",33.300151,39.877574,2010-03-05
49606,"O",33.010216,39.86764,2010-03-05
114,"A",35.975196,40.920421,2010-03-07
37928,"A",41.484546,39.190381,2010-03-11
3504,"O",35.421965,36.97022,2010-03-12
10653,"O",35.975196,40.920421,2010-03-12
1020,"O",38.491183,37.565705,2010-03-14
6654,"A",37.372434,39.905469,2010-03-15
22905,"O",34.15179,39.142769,2010-03-16
879,"O",36.687675,36.978422,2010-03-18
34726,"O",36.687675,36.978422,2010-03-19
23385,"A",42.139992,41.088456,2010-03-19
6475,"A",33.859158,41.311514,2010-03-20
16044,"O",35.897315,40.608305,2010-03-20
2842,"A",31.928691,40.148626,2010-03-20
37592,"O",29.950545,40.183737,2010-03-22
51326,"O",34.057429,40.999952,2010-03-22
12018,"A",32.649665,40.143528,2010-03-22
21270,"A",32.649665,40.143528,2010-03-22
25155,"O",35.17898,36.912762,2010-03-23
1696,"A",35.275709,40.48318,2010-03-25
5366,"A",35.275709,40.48318,2010-03-25
2971,"O",43.358641,40.964702,2010-03-25
39197,"A",34.476876,39.127491,2010-03-25
6566,"O",33.859158,41.311514,2010-03-27
17918,"A",33.859158,41.311514,2010-03-29
44210,"O",34.566635,37.855864,2010-03-29
539,"A",29.246105,40.605296,2010-03-29
21210,"A",44.246655,40.004531,2010-03-30
11170,"A",35.538375,40.358672,2010-03-31
47136,"A",38.777613,40.383009,2010-04-01
16013,"O",33.285543,41.194805,2010-04-02
1458,"O",44.036997,39.861036,2010-04-02
26545,"A",31.863191,41.387009,2010-04-04
20382,"O",36.081275,35.936072,2010-04-06
27198,"O",33.223573,41.000141,2010-04-07
31581,"A",33.272537,40.479351,2010-04-07
31884,"O",39.463183,38.088946,2010-04-07
687,"O",35.843999,40.21095,2010-04-08
2171,"A",40.317284,40.235263,2010-04-09
55,"O",37.155747,36.73873,2010-04-09
24182,"A",29.787858,40.660984,2010-04-10
33561,"O",43.455881,38.676111,2010-04-10
20452,"A",33.865535,38.284408,2010-04-10
23767,"O",31.26042,40.890866,2010-04-10
1496,"A",31.26042,40.890866,2010-04-11
14041,"A",31.544173,39.400504,2010-04-12
8272,"O",30.045464,40.776057,2010-04-12
37726,"O",37.445293,40.65476,2010-04-14
19696,"O",35.843999,40.21095,2010-04-14
9392,"O",43.455881,38.676111,2010-04-14
18919,"O",30.226163,37.628217,2010-04-15
52754,"A",29.515156,40.892828,2010-04-15
7846,"O",36.529062,39.872686,2010-04-15
18215,"O",43.455881,38.676111,2010-04-15
19602,"O",31.990957,40.939909,2010-04-16
33234,"O",37.59807,37.698272,2010-04-16
30057,"A",30.180279,38.4514,2010-04-16
7030,"O",43.455778,40.403815,2010-04-16
43779,"O",33.300151,39.877574,2010-04-16
22331,"O",43.455881,38.676111,2010-04-16
6727,"A",30.586076,39.768938,2010-04-18
32167,"A",30.180279,38.4514,2010-04-18
27349,"O",37.348052,37.181231,2010-04-19
41617,"O",30.180279,38.4514,2010-04-19
5575,"O",43.455778,40.403815,2010-04-19
21630,"A",28.930882,39.204765,2010-04-19
43002,"O",42.199757,39.071723,2010-04-19
35594,"O",35.840943,37.536814,2010-04-20
23756,"O",29.850914,37.403905,2010-04-20
23059,"A",37.922782,37.794751,2010-04-20
13904,"O",30.600052,38.453331,2010-04-20
6307,"O",43.455778,40.403815,2010-04-20
7057,"O",43.455881,38.676111,2010-04-20
758,"O",35.840943,37.536814,2010-04-21
45275,"O",30.226163,37.628217,2010-04-21
17975,"O",43.455778,40.403815,2010-04-21
38946,"O",37.604505,40.815789,2010-04-21
1485,"O",35.736887,41.065262,2010-04-21
46087,"O",35.421965,36.97022,2010-04-22
2603,"O",43.455778,40.403815,2010-04-22
44909,"O",37.604505,40.815789,2010-04-22
24302,"O",44.246655,40.004531,2010-04-22
28129,"O",38.261284,37.708417,2010-04-23
14232,"O",39.30862,38.266891,2010-04-23
8721,"O",43.455778,40.403815,2010-04-23
34311,"O",38.261284,37.708417,2010-04-24
34939,"A",30.180279,38.4514,2010-04-24
8185,"O",34.875468,40.489752,2010-04-25
15170,"O",36.612517,40.691387,2010-04-25
15170,"O",36.612517,40.691387,2010-04-25
34873,"O",36.432514,37.286541,2010-04-25
48320,"O",36.432514,37.286541,2010-04-25
33172,"O",36.160929,37.129349,2010-04-25
18830,"A",27.207329,39.603643,2010-04-26
1318,"O",43.260383,40.622435,2010-04-26
27354,"O",43.564686,39.989957,2010-04-26
3884,"O",43.358641,40.964702,2010-04-27
7030,"O",43.455778,40.403815,2010-04-27
18027,"A",36.806157,40.995358,2010-04-27
270,"A",33.865535,38.284408,2010-04-27
16528,"O",39.207466,38.664705,2010-04-28
2093,"O",43.260383,40.622435,2010-04-28
44463,"O",30.601775,37.802071,2010-04-29
11523,"A",43.358641,40.964702,2010-04-30
23886,"O",43.358641,40.964702,2010-04-30
14128,"O",43.260383,40.622435,2010-04-30
19528,"O",44.036997,39.861036,2010-04-30
31274,"A",30.536704,38.785375,2010-05-01
45388,"O",33.974618,39.469317,2010-05-01
20975,"O",30.177734,37.052451,2010-05-01
38462,"O",39.630257,39.151414,2010-05-02
12361,"A",40.5767,38.956535,2010-05-03
2950,"O",40.071355,38.683891,2010-05-03
24051,"O",35.953866,36.177471,2010-05-03
218,"O",30.601775,37.802071,2010-05-03
27362,"O",44.036193,39.577726,2010-05-03
2132,"A",30.058179,39.414319,2010-05-03
16232,"O",36.847968,37.663446,2010-05-03
33757,"O",43.564686,39.989957,2010-05-03
26413,"O",35.840943,37.536814,2010-05-04
4814,"O",30.226163,37.628217,2010-05-04
26203,"O",39.207466,38.664705,2010-05-04
28361,"O",43.260383,40.622435,2010-05-04
35827,"A",33.974618,39.469317,2010-05-04
46592,"O",34.389606,39.585605,2010-05-04
24028,"O",39.363468,38.900841,2010-05-04
8791,"O",36.285497,40.764972,2010-05-05
14306,"O",31.228507,37.719584,2010-05-06
30154,"O",30.601775,37.802071,2010-05-06
16873,"O",43.358641,40.964702,2010-05-06
3295,"O",43.358641,40.964702,2010-05-06
13072,"O",36.432514,37.286541,2010-05-06
41275,"O",36.348905,37.055517,2010-05-06
23462,"O",44.251931,38.455119,2010-05-07
26069,"O",36.120984,37.35515,2010-05-07
27253,"O",44.045642,38.706822,2010-05-08
45857,"O",33.133748,40.854304,2010-05-09
35619,"O",39.207466,38.664705,2010-05-09
33941,"O",37.795577,37.438188,2010-05-09
27373,"O",43.455881,38.676111,2010-05-09
16566,"O",32.541515,41.116445,2010-05-09
49041,"O",36.432514,37.286541,2010-05-09
9215,"O",35.17898,36.912762,2010-05-10
10322,"O",30.10481,37.37395,2010-05-10
31948,"O",39.207466,38.664705,2010-05-10
24041,"O",41.719437,39.354783,2010-05-10
27687,"O",37.301497,37.457507,2010-05-10
18590,"O",41.948815,38.819478,2010-05-10
2946,"O",32.663697,40.443664,2010-05-10
32194,"A",36.598993,40.270807,2010-05-10
8317,"O",36.983399,40.57753,2010-05-10
21775,"O",36.120984,37.35515,2010-05-10
26496,"O",43.358641,40.964702,2010-05-11
28433,"O",43.358641,40.964702,2010-05-11
6189,"O",36.600463,37.239839,2010-05-12
40009,"O",35.421965,36.97022,2010-05-14
34416,"O",37.065995,39.456974,2010-05-14
3734,"O",43.260383,40.622435,2010-05-15
13350,"O",32.459875,38.377374,2010-05-15
9868,"A",38.444403,38.318497,2010-05-15
49611,"A",29.356294,40.638077,2010-05-15
14405,"O",36.120984,37.35515,2010-05-15
25236,"O",42.331048,38.808042,2010-05-16
29315,"O",33.697422,40.932345,2010-05-16
10531,"O",41.958405,40.541184,2010-05-16
21433,"O",43.260383,40.622435,2010-05-16
337,"O",36.612517,40.691387,2010-05-16
5598,"O",27.948734,37.860759,2010-05-16
28110,"O",42.331048,38.808042,2010-05-17
19426,"A",37.861829,40.519995,2010-05-17
10376,"O",35.840943,37.536814,2010-05-18
20856,"O",30.180279,38.4514,2010-05-18
4475,"O",35.464857,38.135423,2010-05-18
29959,"O",42.695508,41.064583,2010-05-18
585,"O",42.695508,41.064583,2010-05-18
45262,"O",36.134364,37.989007,2010-05-19
33269,"O",39.128867,38.421141,2010-05-19
14029,"O",37.102102,38.012147,2010-05-19
10945,"O",44.045642,38.706822,2010-05-19
29716,"O",43.096649,41.156924,2010-05-19
52426,"O",40.114641,38.382471,2010-05-20
19760,"A",31.284178,39.731367,2010-05-20
3162,"O",43.260383,40.622435,2010-05-20
6923,"A",30.443355,40.799442,2010-05-20
11760,"O",40.081991,39.438048,2010-05-20
23024,"O",35.17898,36.912762,2010-05-21
28034,"O",39.207466,38.664705,2010-05-21
5355,"O",30.250537,38.139634,2010-05-21
24017,"O",30.600052,38.453331,2010-05-21
41401,"O",34.811513,38.165102,2010-05-21
35433,"O",43.455881,38.676111,2010-05-21
8772,"O",43.455881,38.676111,2010-05-21
8335,"O",44.036997,39.861036,2010-05-21
1172,"A",36.619791,38.094814,2010-05-22
10568,"O",41.484546,39.190381,2010-05-22
14622,"O",36.432514,37.286541,2010-05-22
696,"O",39.207466,38.664705,2010-05-23
16376,"O",39.630257,39.151414,2010-05-23
1709,"O",33.816247,36.58237,2010-05-24
21328,"O",43.358641,40.964702,2010-05-24
18975,"O",29.592592,39.164294,2010-05-24
9846,"O",44.036997,39.861036,2010-05-24
35673,"A",30.588776,37.37859,2010-05-25
12099,"A",33.995284,40.3685,2010-05-25
18744,"O",33.995284,40.3685,2010-05-25
29725,"O",33.995284,40.3685,2010-05-25
47199,"O",41.719437,39.354783,2010-05-25
21906,"O",30.600052,38.453331,2010-05-25
23110,"O",43.260383,40.622435,2010-05-25
21388,"O",35.228893,39.237252,2010-05-25
732,"O",43.564686,39.989957,2010-05-25
50286,"A",30.827665,38.685051,2010-05-26
47374,"O",43.172435,39.811917,2010-05-26
12549,"O",36.348905,37.055517,2010-05-26
45896,"A",29.591409,40.280319,2010-05-27
15686,"O",32.289424,40.677502,2010-05-28
15686,"O",32.289424,40.677502,2010-05-28
17596,"A",33.772048,40.520493,2010-05-28
13128,"A",34.15179,39.142769,2010-05-28
993,"O",36.983399,40.57753,2010-05-28
34761,"O",35.275709,40.48318,2010-05-29
12386,"O",36.529062,39.872686,2010-05-29
14112,"A",36.598993,40.270807,2010-05-29
13805,"O",43.096649,41.156924,2010-05-29
29716,"O",43.096649,41.156924,2010-05-29
23493,"A",31.928691,40.148626,2010-05-30
54195,"O",32.833554,39.878278,2010-05-30
28628,"O",42.88409,38.843785,2010-05-31
21602,"O",29.591409,40.280319,2010-05-31
481,"O",33.697422,40.932345,2010-05-31
743,"O",43.358641,40.964702,2010-05-31
14569,"O",38.175075,38.217928,2010-05-31
25372,"O",34.778457,39.283024,2010-05-31
4536,"O",36.467626,41.134241,2010-05-31
17984,"O",42.695508,41.064583,2010-05-31
3705,"O",36.120984,37.35515,2010-05-31
38309,"A",31.044692,40.751633,2010-05-31
1521,"A",33.351672,40.835372,2010-06-01
3206,"A",33.351672,40.835372,2010-06-01
23160,"O",40.926746,39.644349,2010-06-01
5219,"O",40.926746,39.644349,2010-06-01
15583,"O",43.260383,40.622435,2010-06-01
20270,"A",42.772893,40.501653,2010-06-01
31768,"O",43.455881,38.676111,2010-06-01
6730,"O",43.455881,38.676111,2010-06-01
18742,"O",42.331048,38.808042,2010-06-02
38443,"O",40.136525,38.544967,2010-06-02
53491,"O",40.136525,38.544967,2010-06-02
28438,"O",37.413031,39.214318,2010-06-02
6475,"A",33.859158,41.311514,2010-06-03
22800,"O",34.15179,39.142769,2010-06-03
23532,"O",34.87396,38.934681,2010-06-03
10610,"O",42.695508,41.064583,2010-06-03
19158,"O",32.289424,40.677502,2010-06-04
36395,"O",29.591409,40.280319,2010-06-04
36071,"A",33.351672,40.835372,2010-06-04
15242,"O",30.776902,40.804081,2010-06-04
18176,"O",30.254204,38.746136,2010-06-05
28709,"O",35.897315,40.608305,2010-06-05
45339,"O",35.74691,40.778094,2010-06-05
10068,"O",42.695508,41.064583,2010-06-05
37225,"O",42.695508,41.064583,2010-06-05
27223,"O",38.694339,37.799513,2010-06-06
9307,"O",40.632846,39.915141,2010-06-06
13866,"A",31.340214,39.028268,2010-06-06
31673,"A",31.340214,39.028268,2010-06-06
12302,"O",41.542486,38.848864,2010-06-06
19599,"O",35.840943,37.536814,2010-06-07
595,"O",30.180279,38.4514,2010-06-07
8880,"O",30.180279,38.4514,2010-06-07
44584,"O",29.592592,39.164294,2010-06-07
46732,"O",42.695508,41.064583,2010-06-07
4758,"O",44.036997,39.861036,2010-06-07
28110,"O",42.331048,38.808042,2010-06-08
8288,"O",41.781486,38.426411,2010-06-08
25405,"O",39.207466,38.664705,2010-06-08
18515,"A",39.090871,40.181826,2010-06-08
32236,"O",30.254204,38.746136,2010-06-08
12539,"O",33.822783,38.978814,2010-06-08
16000,"O",41.295639,40.016936,2010-06-09
18424,"O",38.431477,40.323276,2010-06-09
15815,"O",40.912957,37.285468,2010-06-09
31382,"O",40.643295,40.709868,2010-06-09
19152,"A",38.211037,39.81527,2010-06-09
29396,"O",35.500141,39.272337,2010-06-09
4805,"O",33.865535,38.284408,2010-06-09
43525,"O",42.086734,38.301707,2010-06-10
19419,"O",37.348052,37.181231,2010-06-10
6377,"O",30.156001,38.261994,2010-06-10
38136,"O",31.938845,38.227524,2010-06-10
14344,"O",33.17993,37.13511,2010-06-10
37085,"O",27.649882,40.118308,2010-06-11
2729,"O",34.447949,40.464284,2010-06-11
16288,"O",40.425321,38.395943,2010-06-11
33013,"O",39.239394,39.129362,2010-06-11
24688,"O",44.036997,39.861036,2010-06-11
47016,"O",32.541515,41.116445,2010-06-11
19540,"O",30.250537,38.139634,2010-06-12
43559,"O",31.938845,38.227524,2010-06-12
42946,"O",33.443256,37.677857,2010-06-12
19538,"O",42.199757,39.071723,2010-06-12
36003,"O",34.811513,38.165102,2010-06-12
46287,"A",36.612517,40.691387,2010-06-12
5202,"O",36.600463,37.239839,2010-06-12
4065,"O",27.948734,37.860759,2010-06-12
15736,"O",40.5767,38.956535,2010-06-13
11145,"O",30.831437,40.355267,2010-06-13
17844,"O",34.875468,40.489752,2010-06-13
24388,"O",29.13234,37.793724,2010-06-14
7310,"O",29.13234,37.793724,2010-06-14
25009,"O",29.592592,39.164294,2010-06-14
26679,"O",42.199757,39.071723,2010-06-14
6422,"O",42.199757,39.071723,2010-06-14
1674,"O",35.538375,40.358672,2010-06-14
24836,"O",35.717235,39.392087,2010-06-14
3026,"O",35.229131,36.675979,2010-06-15
